Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Category
672.19,4876.7,21,42,63,-1039.3,0
1338.6,3651,39,134,53,-984.22,3
7399.4,5766,71,458,104,-1825.9,4
4591.7,7546.4,30,272,131,-2580.6,4
10711,6994,13,652,132,-4394.1,0
57550,12777,46,2823,223,-2649.1,4
15478,8546.2,24,895,171,-3904.9,0
13962,6843.4,88,810,120,-2392.1,3
37738,9257.5,41,2054,179,-3713,5
70030,11009,148,3374,248,-5371.5,1
60447,13156,37,2755,246,-5078.9,3
2.02E+05,19305,57,7458,390,-8790.1,5
8352,7304.8,70,518,108,-1878.2,4
9373.2,7636.9,62,518,106,-1806.6,5
34420,10512,117,1692,207,-4246.4,4
37979,9116.4,40,2054,180,-3816.8,5
98937,14052,177,4060,280,-5727.5,4
32482,9611.8,68,1922,176,-3459.4,3
6047.4,6599,6,400,110,-3462.3,0
2.69E+05,23765,70,8869,541,-12000,3
1.40E+05,17176,77,5537,449,-10300,2
5264,6986.7,59,347,107,-2170,3
4.12E+05,21583,72,14126,472,-8509.5,2
59.007,2180.4,10,4,32,-660.23,4
48009,12499,168,2257,257,-7247.9,0
2.26E+05,17072,229,8484,429,-14334,0
1.78E+05,19170,71,6745,403,-5649.6,4
46209,13093,60,2060,274,-5719.3,4
60625,13390,41,2753,247,-3168,3
97388,13635,167,4061,282,-5996.7,4
1934.2,4206.6,7,166,64,-1063.9,3
2.78E+05,17228,48,10237,380,-8804.8,0
18850,8766.2,75,976,149,-3345.4,0
4.45E+05,25214,145,13323,662,-14896,0
37854,8711.6,39,2055,180,-3900.2,5
4405.1,5538,20,343,84,104.01,2
4194.6,5985.8,120,317,87,-1580.1,0
12870,8083.7,29,768,151,-3988.4,0
32934,9896.6,81,1921,177,-3526.9,4
11243,5874.2,25,765,101,-1855.4,4
51393,14108,40,2463,234,-3860.4,3
7579,5658.8,76,457,104,-1872.8,2
85815,11348,19,3449,219,-3852.1,3
51853,14513,57,2335,287,-3287.6,5
43857,11627,14,1635,169,-4560.1,0
29391,11596,28,1521,193,-2247.2,4
16926,9153.9,38,931,182,-4319.9,1
1801.7,5496.1,14,147,77,-1453.1,4
20634,8991.5,72,1164,152,-2677.7,5
4057.9,7050.8,76,248,101,-2287.9,4
2.19E+05,18597,65,8091,453,-11176,0
11210,9030.5,38,653,155,-3088.7,4
49274,10348,22,2676,217,-4950.5,3
4121.9,6988.8,70,249,101,-2274.3,4
4.08E+05,22188,63,14126,474,-8178.3,5
51.947,2451.4,9,6,32,-436.75,1
25857,9867.2,25,1416,174,-3386.2,3
3.63E+05,23257,105,8477,463,-13809,0
86517,10305,17,3451,221,-3238.7,4
16682,9554,87,974,173,-3839.8,3
37821,10138,65,2123,206,-5426.2,0
1.42E+05,14353,-1,5846,363,-6869.6,4
5110.9,7003.1,60,345,106,-2220.3,3
4794.7,7791,32,271,132,-2712.1,5
1.20E+05,13038,49,4518,260,-5981.3,0
93459,12556,70,3884,253,-6259.2,4
27349,9601.4,30,1413,167,-1948.7,5
51805,12231,30,2678,216,-3799.8,4
1.60E+05,18618,90,6291,388,-9061.7,3
11307,7181.4,26,695,128,-1737,0
35629,10726,51,1810,198,-4015.8,0
7195.1,5630.2,47,546,92,-1664.6,4
9425.7,8241.7,24,553,139,-2888.7,2
13978,7347.3,25,766,127,-3121.9,0
1.70E+05,20903,97,5538,448,-8350.9,2
52219,13299,52,2335,289,-6157.5,4
74700,12107,30,3631,250,-3479.7,3
4792.4,5151,22,344,86,-1230.4,1
3913.2,6691.9,72,248,101,-2382,4
1.11E+05,15730,35,4620,321,-5130.7,3
11109,9301.9,37,655,157,-2904.4,4
4105.2,7210.6,69,249,101,-2242.5,4
91515,13271,48,3884,253,-5171.5,3
20404,8979.4,92,1161,163,-3497,5
1.03E+05,15085,248,4347,411,-11666,0
26209,9976.8,28,1416,175,-3318,4
12033,8135.2,81,693,129,-2532.2,3
18312,9135.1,29,1026,170,-4734.8,0
71561,12274,27,3211,263,-5734.3,5
10281,8037.3,29,620,122,-2347.9,4
60537,13564,29,2753,246,-3968.9,4
5265.3,6503.8,9,293,80,-2820.5,2
7727.7,6556.4,34,405,90,-1422.6,5
11325,8968.9,27,655,157,-2144.4,4
91208,13258,56,3884,253,-5420.7,3
47011,13694,64,2060,273,-5835.4,4
66740,14663,58,2760,295,-6963.1,0
12180,8157.9,85,693,129,-2570.8,3
1.43E+05,20603,80,5538,449,-7168.3,3
10773,6177.2,13,764,102,-1810,5
38130,10295,24,2117,194,-3834.9,4
25769,9419.1,40,1414,174,-3342.3,4
18027,10267,79,974,172,-3750,3
2013,4265.9,5,166,62,-1077.3,3
25743,8922,84,1357,168,-4448,0
4327,5414.1,22,340,71,-1245,3
93355,13795,45,3884,253,-4849.8,3
51973,13805,74,2334,287,-5675.3,5
5331.3,6792.1,58,347,108,-2170.6,3
6.81E+05,29026,132,19441,700,-17888,0
37965,9310.2,40,2053,181,-3768.1,5
1.85E+05,14326,44,7581,334,-6700.5,0
68841,11355,151,3372,247,-5142.3,1
4234,5421.4,15,292,88,-1081,1
55564,11367,121,2679,237,-6302.4,0
27893,9745.8,90,1403,157,-2858.5,3
50218,10837,96,2118,191,-6915.9,0
25521,8856.3,43,1363,156,-2501.7,5
9046,8042.6,25,523,147,-2613.4,0
28799,9739.3,28,1414,167,-2268.1,4
4672.5,8438.5,29,272,132,-2532.6,5
1.18E+05,15325,54,4425,270,-4700.9,2
4264.5,5191.5,10,318,78,-1319.7,2
56.255,1953.5,98,5,33,-368.48,4
1.12E+05,15702,45,4618,322,-7858.8,5
61203,12051,37,2753,248,-5588.8,3
52165,13859,50,2333,287,-5917.7,5
71452,12200,27,3212,263,-5706.7,5
30553,9710.3,119,1748,171,-3143.6,4
13761,7455.9,90,810,119,-2361.7,4
1.84E+05,17624,65,6747,404,-9221.6,4
1.15E+05,14221,47,4920,322,-7945.8,0
2.81E+05,20674,387,9275,471,-10185,0
60805,13090,30,2753,246,-4931.4,3
1.40E+05,16484,87,5538,448,-9760.5,2
9604.7,8092.3,100,491,129,-2936.2,2
34171,11978,38,1580,234,-2030.1,3
71700,12223,44,3211,262,-5753.1,5
6950.1,6325.7,35,269,67,-1752.5,0
12438,8544.6,58,620,136,-2887.9,3
60676,12605,124,2671,236,-4674.4,5
30508,10385,35,1521,207,-3474.1,0
51526,9791.9,27,2599,189,-3109.3,4
23213,10243,24,1061,170,-3568.7,0
2.67E+05,22876,79,8871,540,-15001,3
23072,9288.9,11,1112,166,-2110.1,3
11969,8538.2,86,692,129,-2557.4,2
1.62E+05,16492,72,6744,353,-7098.4,2
1.31E+05,19139,224,4163,327,-8636.2,0
12828,9250.2,28,693,158,-3157.5,0
71746,12639,48,3374,246,-141.75,2
2.56E+05,24206,81,8869,541,-12500,4
51294,13792,50,2199,260,-4579.9,0
13502,6605.9,34,805,97,-1537.5,3
58710,9943.7,16,2673,193,-6645.7,0
4385,5338.4,21,344,84,-1980.1,4
4071.2,8772.2,26,120,138,-1444.9,0
26234,9397.5,28,1415,174,-3383.4,4
24082,9788.2,44,1021,134,-5177.7,0
13757,6719.6,11,931,119,-2682.9,0
4198.6,5656.2,126,319,89,-1533.5,2
25406,9752.3,35,1415,214,-4805.3,0
13131,7128.4,35,805,133,-3966.1,0
5.98E+05,25041,109,13970,505,-11483,0
3.16E+05,24483,87,8870,540,-10999,3
7675.6,5962.9,71,458,105,-1766,2
4417.9,4810,11,316,80,-1180.2,4
51459,10649,106,2533,208,-4409.3,4
51419,12677,32,2465,235,-4819.9,2
3069.5,5182.9,25,250,71,-1046.8,3
74290,13463,61,3134,324,-10597,0
74234,12850,24,3629,248,-159.52,2
18247,9846,101,939,205,-5575.4,0
13361,8974.2,27,807,131,-2391,4
43592,10061,63,2059,224,-3161.3,2
17019,9193.6,74,972,173,-3792.7,4
48447,11949,30,1414,165,3799.6,3
1.24E+05,15208,40,5435,371,-7920.3,0
4094.5,4799.5,27,340,71,-1336.5,5
64953,11168,157,3290,222,-6410.3,0
1.82E+05,19507,70,6746,402,-4709.1,4
37429,11440,30,1209,148,-2664.4,0
13561,8634.4,14,729,148,-2840.8,4
2.68E+05,24832,112,8351,536,-8299.8,3
4217.3,5095,10,318,80,-1150.1,2
62058,9819.2,24,3052,234,-4878.1,0
16587,8382.5,83,843,141,-2797.8,4
52.764,2289.4,7,5,32,-447.5,1
4201.9,5412.9,120,318,89,-1508.3,2
10269,7621.4,45,620,125,-2443,0
3.45E+05,21364,74,11582,518,-12874,0
14742,7335.9,81,971,134,-2747.4,3
70845,12601,39,3296,249,-4932,0
10936,8958.4,46,654,155,-3130.5,4
6.11E+05,30792,99,17712,771,-16421,0
12053,8253.6,88,693,127,-2601.4,2
4.11E+05,21033,62,14125,474,-10799,3
2.68E+05,23831,74,8870,540,-12502,3
3067.8,5190.9,42,132,52,-788.85,3
51.719,2436.8,8,6,32,-559.34,1
12953,7627,17,806,131,-2628.7,4
12399,9929.3,78,618,136,-2530.5,4
2.77E+05,23128,72,9275,469,-9831.7,5
52075,13113,23,2188,214,-5022.1,3
70842,12774,28,2893,211,-5723.6,0
51163,9138,32,2600,189,-3038.8,2
60879,10331,33,3052,229,-3372.5,0
79023,14057,63,3466,321,-7356.8,4
10207,6873.1,16,651,104,-3217.3,0
26207,9315.4,22,1416,175,-3469.4,4
6845.1,6795.7,11,483,106,-2311.9,0
1.44E+05,14207,71,5738,323,-6930.4,0
32235,11376,39,1581,233,405.86,2
1.52E+05,20295,94,5538,449,-9351.9,2
1.73E+05,14262,60,7443,300,-6571.6,0
26980,10249,29,1415,175,-3249.4,4
9538.6,7179,24,553,137,-3091.3,3
75375,12881,46,3212,262,-5553.6,4
13968,7181.6,90,808,120,-2401.5,3
1.46E+05,12814,26,5937,280,-7122.1,0
53.168,2544.4,97,6,34,-264.3,2
26962,9366.9,22,1413,167,-2730.9,5
1091.2,3818,22,102,50,-769.94,5
15426,7895.3,59,969,133,-2553.8,3
51.982,2770.1,91,5,32,-344.15,4
2253.5,4354,22,164,54,-995,2
6505.4,6068,19,461,112,-2638.2,0
2.81E+05,20538,66,9276,468,-11203,0
49333,11368,26,2188,215,-5849.5,3
60617,13414,31,2754,247,-453.23,4
73950,11650,47,3299,284,-7148.5,0
1.11E+05,17344,39,4618,323,-6300.7,3
1.42E+05,14156,57,5844,316,-5680,3
7255.3,7306.5,158,487,108,-1509.7,4
3.54E+05,22484,70,11885,534,-14113,0
30386,8682.5,28,1513,132,-2070.7,4
47628,13674,56,2062,272,-5665.4,4
26809,9919.6,31,1414,174,-3353.4,4
75645,13468,43,3216,265,-4169.4,3
2.31E+05,18974,156,6748,356,-13379,0
26921,9330.8,83,1468,178,-6213.4,0
50.407,2525.4,8,5,34,-686.73,1
3807.7,6464.2,40,206,91,-2202.7,0
1.45E+05,20689,70,5538,449,-5590.2,3
68939,12926,21,3130,247,-4021.6,0
14640,7247.9,62,971,134,-2668.8,3
9895.9,8338,15,621,123,-2366,3
9595.5,8088.3,99,491,129,-2918.7,2
1.76E+05,12647,87,7450,296,-6051.3,0
23522,10224,35,1314,177,-3454.8,5
35222,9520.1,96,1811,183,-5900.8,0
10192,9659.5,36,588,155,-2139.9,3
4.10E+05,21592,61,14125,474,-10501,2
4067.9,5024.9,10,339,71,-1328.9,4
28714,9229.3,36,1626,178,-3398.5,4
72562,12627,48,3211,262,-5541,5
20839,9804.1,130,1117,171,-3428.7,0
66686,12353,48,3059,286,-7895.4,0
2854,4900.2,53,225,68,-1279.5,3
27020,8595.3,27,1365,155,-1610.2,2
40274,12636,121,1695,226,-6613.2,0
14095,7474.2,97,810,121,-2352.7,3
37496,11825,38,1696,223,-4997,0
26170,8275.9,35,1365,157,-2821.8,2
46023,13662,46,1580,235,-2530.2,2
48184,9698.1,28,2677,215,-5251.1,3
3470.5,5265.4,48,131,51,-802.01,3
12613,8952.8,58,620,137,-2751.1,4
17270,9347.5,34,932,182,-4124.5,1
37823,10623,15,1870,191,-5880.8,0
10454,8260.4,22,583,135,-2182.8,0
11509,8719.8,42,655,157,-3328,4
2.42E+05,21518,105,8350,537,-10500,3
26164,9906.7,25,1415,174,-3356.7,4
1.43E+05,15744,195,5848,362,-7728.7,4
10056,7595.2,23,622,122,-2467.4,5
1.52E+05,19471,75,5538,449,-10600,2
4177.1,5908.9,125,317,87,-1555,2
30525,9559.2,90,1746,171,-3088.7,5
2.58E+05,17080,62,9684,437,-10582,0
1.61E+05,18254,90,6290,387,-10299,3
4444,8029.6,25,206,96,-1719.1,0
6491.4,6628.3,24,486,101,-1924.6,0
793.25,3596.9,3,65,46,-1599.1,0
48317,10337,103,2533,208,-4182.7,5
39460,9632.3,20,1884,196,-2169.2,3
2.86E+05,22394,67,9277,469,-9757.4,4
46894,12887,68,2062,272,-5948.9,4
1941.3,4293.3,6,165,64,-1039.4,3
2190.8,5988.7,10,186,81,-1455.1,4
1271,2856.1,36,99,39,-692.52,4
27295,9424.7,97,1402,158,-2860.1,4
2168.8,3949.4,21,165,55,-1122.2,2
8.49E+05,29587,69,18272,568,-14655,0
52381,12857,15,2187,216,-5089.8,3
52821,13437,56,2335,289,-6290.1,4
4730,5678.4,20,344,86,-1280.4,1
28894,10361,19,1414,165,-1079.7,3
12922,8009.1,24,806,131,-2478,4
71785,12618,31,3210,262,-5563.8,5
13292,6678.5,16,804,95,-1564.2,2
3.18E+05,21235,106,10830,536,-11829,0
3146.6,4616.6,36,250,70,-1214.1,3
12407,8611,75,693,127,-2417.1,5
25364,8764.8,37,1518,158,-3087,3
18966,7880.1,36,1108,153,-3255.2,0
76017,11593,61,3293,261,-6502.5,0
4.15E+05,21049,76,14126,474,-9341.5,5
1.12E+05,17959,361,4349,369,-9272,0
49213,9897.8,25,2677,215,-4829,4
27063,9522.9,48,1519,158,-2913.9,4
1438.7,3494.2,43,133,53,-1008.3,1
10927,5681.3,21,763,103,-2104.9,4
2177.1,4009.6,21,166,53,-1062.6,2
59547,14710,66,2193,225,-3838.9,4
3.28E+05,18131,68,12490,421,-10701,0
30161,9207.8,122,1747,172,-3339.3,5
5255.4,6915.6,59,346,107,-2142.7,3
1.44E+05,13772,159,6056,308,-5770.9,3
40795,11862,110,1750,204,-3852.4,4
25733,9432.6,25,1411,165,-4785.7,0
75933,12359,56,3211,263,-5480.7,4
5185.1,6583.8,10,292,80,-1749.5,1
8451.5,7106.7,74,518,108,-1856.2,4
11715,7891,87,692,129,-2659.5,3
35122,10321,126,1691,209,-4473.6,4
2178.4,4123.9,20,166,54,-1036.1,2
50750,13298,45,2465,235,-5751.7,4
24783,11681,79,1260,252,-4398.3,0
4171.4,5559.3,128,317,87,-1553.5,2
80113,13464,57,3538,272,-5099.8,3
30526,9913.1,119,1746,170,-3191.7,5
6642.6,6076.7,48,377,110,-3354.1,0
2.65E+05,24565,81,8870,539,-11101,4
9104.9,6522.1,13,522,105,-2558.6,0
9657.4,7487.7,24,555,137,-3255.5,4
1.50E+05,20200,119,5126,429,-8964.1,0
69293,11752,144,3374,247,-5157.7,1
6634.3,7330.3,67,365,99,-3034.5,0
70708,11966,38,3212,263,-5479.1,5
5264,6993.5,59,345,106,-2134.7,3
3046.4,4640.6,49,225,68,-1294.7,5
42020,13173,43,1581,235,-2528.6,2
3.09E+05,23289,243,9135,419,-9845.8,0
25191,9865.9,20,1110,167,-1600.3,4
12086,8617.5,83,693,128,-2492.5,3
4.10E+05,21947,62,14126,474,-9630,2
1.17E+05,16276,55,4427,272,-5190.3,3
13378,6911.2,24,803,97,-1516.7,3
8051.3,7046.1,12,545,110,-2377.2,0
4124.5,6058.9,126,319,88,-1530,2
60412,15310,142,2611,304,-6522.3,3
1.19E+05,16322,80,4720,332,-4140,0
2.01E+05,20171,90,6756,402,-8861.2,0
1.65E+05,14774,52,6861,346,-5892.3,0
4.11E+05,22839,59,14126,474,-7272.5,3
5346.7,6004.7,26,342,86,-1819.5,1
29015,12480,63,1470,215,-3956.6,4
87333,10998,14,3449,220,-2389.8,3
7335.9,5734.1,49,546,94,-1666.5,3
10718,10546,36,586,153,-1558.7,3
46066,10800,19,2055,194,-4566.9,0
4780.5,8479.4,25,271,131,-2570.7,5
2142.1,3836.5,21,164,54,-1130.2,2
5584.7,7062.3,16,293,78,-1650.5,1
4268.5,5257.6,15,291,87,-1309.4,2
14122,7296.9,73,810,119,-2310.6,3
26549,9430.8,23,1415,166,-1471.1,4
3086.5,5230.7,50,133,51,-792.97,3
24217,10035,16,1112,166,-1961.3,5
52885,10412,74,2596,216,-3810,0
28836,8604.1,39,1625,179,-3485.2,5
2.05E+05,18165,25,7460,375,-8885.1,0
27756,9165.9,34,1521,195,-2700.9,4
2244.6,4100.5,19,165,54,-1122.6,1
57692,14274,83,2331,258,-7203.4,0
60187,12232,25,2753,246,-5470.6,3
12343,8938.8,78,693,127,-2342.1,2
4.72E+05,24545,34,15504,483,-13801,2
7612.5,5600.5,74,457,103,-1889.6,2
22838,8676.9,19,1023,145,-5400.5,0
33050,9576.6,95,1923,176,-3588.4,3
16900,9123.6,81,974,173,-4017.9,4
4373.8,5753,29,293,87,-1029,3
33079,10255,30,1111,166,-871.25,4
4313.2,6559.1,37,317,104,-1056,0
20777,9033.9,92,1161,164,-3567.9,4
80706,14825,80,3467,321,-6969.3,5
37829,8899.8,43,2053,181,-3862.4,5
12111,10022,57,620,135,-2434.7,4
10459,10523,39,587,155,-1560,2
48.39,2432.3,7,4,34,-452.63,1
27087,9441.9,18,1414,166,-1640,5
52386,11958,23,2676,216,-3690.3,3
1.45E+05,16135,195,5846,363,-7436.5,4
11996,6498.9,9,766,105,-1843,2
2.45E+05,20600,81,8869,540,-11100,3
2.71E+05,24031,79,8871,539,-7462,5
42763,9823.9,98,2182,158,-3013.5,2
17310,8239.2,101,970,141,-4803.1,0
2.50E+05,20322,62,8871,540,-10402,4
23917,9057.6,19,1253,155,-2819.9,4
56199,13122,148,2392,244,-5313.4,0
34944,10815,5,1693,208,-3927.3,0
1.96E+05,17089,76,7584,408,-9612.4,0
29049,8800.9,89,1521,157,-2771.4,4
4214.8,4561.3,27,291,87,-1630.3,4
90020,15790,111,3889,328,-8702.6,0
87518,11993,17,3449,220,-2280.6,4
2.77E+05,22478,78,9277,469,-9812.8,5
2.50E+05,20131,72,8870,541,-14300,4
36354,12077,30,1580,233,-2900.1,2
1.40E+05,14124,63,6399,323,-6762.3,0
29215,9808.7,260,1691,205,-4278.7,0
1.59E+05,16864,60,6406,353,-8630.2,0
68387,12885,54,3136,260,-7199.5,0
91053,14490,63,3888,292,-6165.1,0
3745.5,5030.4,12,292,80,-2340.7,4
52719,9945.2,17,2594,190,-6196,0
12958,6316,16,804,95,-1623.8,2
13431,8057.1,20,807,133,-2693.9,5
9511.6,8058.8,97,491,130,-2913.6,2
4757.8,5711.9,21,342,85,-1689,1
8.56E+05,32347,163,20648,712,-17463,0
3728.6,5687,23,131,50,-764.05,4
7568.8,5917.8,74,458,103,-1844.7,2
57172,13698,24,2188,215,-5550,4
13068,6563.9,15,805,96,-1624.1,2
33729,11069,46,1580,234,-4309.3,2
1.11E+05,16682,35,4619,323,-5270.5,4
68803,11294,146,3373,248,-5244.7,1
53056,10102,34,2600,188,163.69,3
34220,9761.5,22,1992,189,-4546.2,0
15676,8648.2,78,890,124,-3174.8,0
29355,10696,24,1522,193,-2029.6,5
1.08E+05,13170,179,4716,312,-11310,0
60956,13016,33,2754,246,-5751.3,3
77175,13246,102,3467,320,-6862.6,5
5.16E+05,22213,140,18068,540,-11561,4
54648,14354,34,2189,216,-5098,3
1.06E+05,12465,45,4618,321,-6249.3,3
40875,13492,40,1580,234,-2449.8,2
1.16E+05,16034,64,4427,271,-4680.1,3
77772,11056,40,3539,272,-5450.1,3
23149,9536.2,33,1212,183,-3620.1,4
4673.7,7986.2,29,271,131,-2650.7,4
9484.4,7277.7,16,553,139,-3064.5,3
16849,9330.7,94,974,172,-3703,2
1933.3,4589,9,148,61,-1708.4,0
98377,13686,145,4061,281,-5496.3,4
1.45E+05,16207,181,5847,362,-7481.3,4
56116,13195,82,2192,223,-3570.4,4
13048,8018.9,14,805,133,-2714,4
1.15E+05,16128,61,4425,272,-4171.2,3
3481.9,5222.4,50,133,52,-817.68,3
3.20E+05,24171,222,7112,490,-12885,0
4414.1,4847.6,21,341,72,-1343.1,5
43590,11256,26,1414,167,-2011.3,4
10755,8425.4,34,655,156,-3136,4
32699,9372.4,77,1923,177,-3612.2,4
4241.2,5464.5,12,316,79,-1699.9,2
1.14E+05,11976,34,4904,234,-2869.6,2
35401,10778,166,1522,202,-4467,0
36666,9967.6,43,1997,195,-2990.6,5
46530,12509,37,2257,232,-5767.2,0
3125.9,4845.4,34,250,70,-1174.4,3
26375,9595,30,1416,173,-3335.9,4
33059,9759.6,34,1415,165,-3872.4,5
11478,9119,37,655,155,-3012.2,4
51905,9773.4,28,2598,187,-2190.7,3
5.16E+05,23477,121,18066,540,-11396,4
48.844,2393.4,6,6,32,-607.24,1
1.83E+05,20182,77,6745,402,-4240.2,5
2.43E+05,22832,71,8349,536,2379.8,3
15503,9564.8,32,774,190,-4393.2,0
98943,13794,170,4060,281,-5852.7,4
50.136,2996.6,8,5,33,-314.79,1
1.01E+06,35140,155,24691,792,-19155,0
4439.6,5634,19,293,89,-680.85,3
1.57E+05,17528,38,6410,406,-10142,0
5272.6,6637.2,9,293,79,-1768.4,2
1.80E+05,16647,49,6858,356,-10480,0
71793,12206,44,3212,261,-5627,5
38001,11023,117,1750,204,-4312.8,3
8827.2,7456.4,68,517,107,-1807.1,5
48375,10216,18,2677,217,-5230.5,3
52.568,2727.3,92,6,34,-429.92,4
1.03E+05,13235,27,3450,220,-1910.4,4
25926,9594,22,1416,173,-3330.8,4
1.15E+05,15705,69,4425,271,-4571,3
51439,11110,108,2534,208,-4494,5
4797.1,5817.2,23,342,85,-1791.7,1
2.03E+05,18497,58,7458,389,-6629.9,5
35249,10069,129,1691,208,-4418.4,4
1491.5,4119.6,37,134,53,-926.01,2
6159.4,5479.4,5,396,97,-2739.5,0
60692,12202,26,2754,247,-6128.8,3
78722,13043,55,3539,271,-5940.7,4
86907,14941,76,3801,298,-7672.9,0
4286.1,5457.7,13,291,88,-1569.6,1
16693,9492.5,88,974,172,-3821.7,3
60516,12650,30,2753,248,-5350.2,3
4069.1,4898.4,11,318,78,-1522.1,2
3533.1,6068.8,21,203,91,-2253.1,0
13373,6577.6,16,805,95,-1573.9,2
43305,11109,20,1885,196,-3371.2,4
11864,8718.2,22,693,151,-2785.7,0
11458,6905.7,74,727,123,-3167.4,0
49648,10863,16,2678,217,-4020.6,3
73977,14196,37,3379,300,-5184.1,0
71520,14373,77,2192,225,-2898.6,3
1.28E+05,15497,252,5739,325,-8415.4,0
14036,7185.8,92,810,120,-2422.4,3
38218,9497.5,41,2054,181,-3758.6,5
11570,9194,43,588,161,-3628.5,0
38755,10437,125,1752,206,-4190.7,3
9658,8484.5,19,553,139,-2796.3,4
13427,6426.2,17,803,97,-1597,2
65622,14252,70,2193,224,-3558.6,4
25153,8768,40,1518,158,-3098.6,2
11750,8200.2,85,692,128,-2525.3,3
1.33E+05,12578,165,5946,285,-8284.6,0
2201.8,3923.9,20,165,53,-1158.1,2
3073.2,5674.1,10,165,74,-870.94,5
50397,13387,20,2189,215,-4779.7,3
1.60E+05,19429,75,5738,399,-10807,0
66311,14728,53,2191,225,-3169.8,3
2.78E+05,21243,73,9550,462,-10420,0
1.17E+05,16056,65,4426,270,-4730,3
27053,8836.9,35,1365,156,-2250.8,4
31374,9794.3,38,1528,191,-4939,0
4.13E+05,22875,66,14126,472,-7460.8,3
1.41E+05,15577,97,5321,345,-10037,0
94378,14415,43,4249,295,-5485.4,3
53289,11665,87,1687,168,-2668.1,0
60984,12641,44,2754,247,-4340.5,4
51960,13515,63,2334,289,-5704.8,5
4.08E+05,21713,63,14124,472,-8259.5,3
2.44E+05,19956,97,8351,537,-11900,2
4282.3,5607.3,13,339,73,-1254.6,4
31938,8708,35,1690,159,-5840.6,0
78758,12060,39,3539,272,-6150.6,3
5164.6,6867.9,58,347,106,-2108.2,3
73589,12308,23,3631,249,-5199.4,2
27063,9228.7,31,1415,165,-2100.5,5
53226,11433,111,2391,254,-5573.1,0
2874.3,4918,50,223,67,-1256.2,3
34911,9911.6,85,1923,175,-3550.1,4
26862,10315,31,1416,174,-3246.6,4
10086,9506.5,40,587,153,-2439.9,3
2020.2,4746,9,149,61,-1375.7,0
20220,8597.6,81,1162,162,-3510.7,2
15635,8495.1,46,933,169,-4086,0
12848,7797.1,14,806,131,-2812.2,4
4684.2,5195.6,12,344,86,-1800.4,5
58476,10957,89,2524,193,-6470.7,0
51.794,2417.7,97,4,33,-511.68,2
36852,11651,24,1582,235,-3879.4,2
85443,10900,17,3451,221,-1471.1,3
1.09E+05,15799,48,4620,321,-7280.8,3
60753,11265,137,2603,233,-5329.8,0
12483,7662.8,72,694,130,-2801.7,5
16483,9103.2,89,974,171,-4160,4
1.17E+05,18934,108,3896,372,-8722.6,0
10367,10396,30,586,155,-2270.9,2
37084,9310.9,11,1885,196,5470.5,3
10368,6770.2,16,690,108,-3270.8,3
1.43E+05,15017,157,6056,308,-5938.4,4
7459.6,5830.9,50,545,93,-1634.8,3
4450.7,8204.4,29,271,130,-2688.8,4
21100,8091.5,78,1157,144,-2890.6,3
7528,5944.2,67,456,103,-1848.9,5
27431,9374.4,116,1404,157,-2893.9,3
68134,13668,71,2610,238,-4418.2,0
4224.5,5308.9,10,318,78,-1311.2,2
1.81E+05,21891,35,5125,354,-8239.4,0
79305,11006,34,3704,226,-3455.4,0
2.24E+05,20613,128,7103,436,-10256,0
12064,8615.5,85,693,128,-2568.6,2
4041.2,6535.3,71,248,102,-2395.2,4
73314,12294,24,3630,249,-4607.9,2
1.27E+05,16660,275,5325,341,-10597,0
27848,11107,68,1469,213,-3818,4
73693,11381,26,3630,250,-5479.1,2
10449,10062,37,586,154,-2169.6,3
10614,8782.1,96,587,138,-2822.3,2
26080,9503.3,28,1416,175,-3415.2,4
2.71E+05,24744,73,8871,541,-10801,4
4174.4,5896,123,319,87,-1540.6,2
13591,6445.7,8,805,97,-1613.9,3
2.11E+05,16319,51,8076,364,-10708,0
44655,10225,103,2324,207,-4062.3,0
79474,14782,117,3467,321,-6840.9,5
1.52E+05,11364,144,6966,265,-7000.9,0
9653.2,8043.4,42,553,139,-2840,4
2.81E+05,22932,73,9275,468,-9584.8,5
1.43E+05,13553,161,6058,307,-6383.1,3
1.38E+05,16317,83,5538,449,-9069.2,2
5.41E+05,23523,81,12657,410,-12722,0
31560,11955,79,1693,204,-3903,3
1.04E+05,15734,168,4525,351,-8409,0
31619,9836.6,46,1641,200,-5651.7,0
16805,8563.3,83,845,142,-2759,3
15789,8688.4,101,933,185,-5342.3,0
9197.8,6877.8,25,553,139,-2984.1,4
2172.7,3710.2,3,160,44,-566.2,5
3698.7,8065.6,37,152,124,-2158.3,0
79749,12921,45,3540,272,-7030.2,3
35188,10729,130,1690,209,-4244.7,4
54310,11531,80,2680,216,-4787.7,0
52501,12420,54,2464,233,-6409.1,4
33892,10050,89,1923,177,-3481.5,4
6.00E+05,31956,187,17716,724,-18538,0
1574.6,5075,11,147,76,-684.58,4
2944.4,5511.2,19,225,81,-2456.3,0
67831,11145,143,3372,248,-5418.4,1
4739,7933.4,37,272,130,-2734.8,5
51444,13465,29,2463,235,-1992.1,2
6472.5,5830.8,14,454,97,-1964.1,0
13652,6908.6,20,845,119,-2795.6,0
37689,10392,35,1996,197,-3049.8,3
1.33E+05,15848,58,5216,316,-55076,0
60381,15150,33,2188,216,-5078.7,3
13283,6581.1,17,803,97,-1552.3,2
56037,14571,50,2394,287,-6922.1,0
